번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부
547,숙박업,03_11_03_P,3290000,3290000-201-2004-00004,2004-03-29,,1,영업/정상,1,영업,,,,,051 8155050,1809.64,614-850,부산광역시 부산진구 부전동 524-48,부산광역시 부산진구 부전로 28 (부전동),47288,에이치애비뉴 호텔 서면역점(H-AVENUE HOTEL SEOMYEON STATION),2023-08-15 16:49,U,2023-08-17 2:40,일반호텔,387324.9367,185693.7679,일반호텔,8,1,1,7,0,0,1,41,,,,임대,0,0,N
548,숙박업,03_11_03_P,3290000,3290000-201-2003-00014,2003-06-24,,1,영업/정상,1,영업,,,,,051 8175900,1654.31,614-850,부산광역시 부산진구 부전동 535-26,부산광역시 부산진구 신천대로62번길 10 (부전동),47289,나무늘보 호텔 서면점,2025-05-13 13:32,U,2025-05-15 2:40,일반호텔,387521.5974,185492.646,일반호텔,8,1,1,7,0,0,0,40,,,,,0,0,N
549,숙박업,03_11_03_P,3290000,3290000-201-2009-00001,2009-06-11,,1,영업/정상,1,영업,,,,,051 805 6801,1534.21,614-850,"부산광역시 부산진구 부전동 522-21 (4,5,6층 일부)",부산광역시 부산진구 부전로20번길 14 (부전동),47288,넘버25호텔 서면1번가점,2024-10-24 11:12,U,2024-10-26 2:40,여관업,387387.1733,185655.0196,여관업,6,1,1,6,0,0,0,41,,,,임대,0,0,N
550,숙박업,03_11_03_P,3290000,3290000-201-1986-02423,1986-04-10,,1,영업/정상,1,영업,,,,,051 8078900,428.34,614-847,부산광역시 부산진구 부전동 521-20,부산광역시 부산진구 서면로 33-9 (부전동),47288,K7모텔,2025-05-15 17:10,U,2025-05-17 2:40,여관업,387400.0218,185771.9306,여관업,5,0,3,5,0,0,0,17,,,,,0,0,N
551,숙박업,03_11_03_P,3290000,3290000-201-2001-00627,2001-07-10,,1,영업/정상,1,영업,,,,,051 809 2405,422.18,614-860,부산광역시 부산진구 연지동 160-15,"부산광역시 부산진구 새싹로 142-10, 연지동 15호 (연지동)",47133,미광장여관,2021-01-08 16:18,U,2021-01-10 2:40,여관업,386771.5311,187474.6275,여관업,0,0,0,0,0,0,0,10,,,,자가,,,N
552,숙박업,03_11_03_P,3290000,3290000-201-1988-02309,1988-06-07,,1,영업/정상,1,영업,,,,,051 808 1288,211.01,614-847,부산광역시 부산진구 부전동 515-46,부산광역시 부산진구 중앙대로691번가길 23 (부전동),47287,쉼 모텔,2021-01-08 17:17,U,2021-01-10 2:40,여관업,387221.3229,185947.7495,여관업,4,0,1,4,0,0,0,19,,,,,,,N
553,숙박업,03_11_03_P,3290000,3290000-201-2002-00008,2002-05-15,,1,영업/정상,1,영업,,,,,,281.66,614-829,부산광역시 부산진구 범천동 875-1번지,부산광역시 부산진구 신천대로65번길 68 (범천동),47352,목화장여관,2018-01-09 17:20,I,2018-08-31 23:59,여관업,387468.1701,185043.3534,여관업,0,0,0,0,0,0,0,12,,,,,,,N
554,숙박업,03_11_03_P,3290000,3290000-201-1987-02300,1987-02-11,,1,영업/정상,1,영업,,,,,051 6360733,121.85,614-833,부산광역시 부산진구 범천동 1298-41,부산광역시 부산진구 신암로5번길 8-7 (범천동),47369,화동,2020-12-21 9:41,U,2020-12-23 2:40,여관업,387254.4934,184578.3,여관업,3,0,3,3,0,0,0,15,,,,,,,N
555,숙박업,03_11_03_P,3290000,3290000-201-1981-02461,1981-09-07,,1,영업/정상,1,영업,,,,,051 8173355,95,614-872,부산광역시 부산진구 초읍동 290-8,부산광역시 부산진구 성지로143번길 4 (초읍동),47124,리베라여관,2021-02-08 11:08,U,2021-02-10 2:40,여관업,386545.9884,188829.1908,여관업,2,0,2,0,0,0,0,10,,,,,,,N
556,숙박업,03_11_03_P,3290000,3290000-201-1988-02319,1988-11-23,,1,영업/정상,1,영업,,,,,051 868 4597,526.64,614-856,부산광역시 부산진구 양정동 394-29,부산광역시 부산진구 동평로406번길 59 (양정동),47213,낙원장,2025-11-28 10:46,U,2025-11-30 2:40,여관업,388422.6557,187740.6325,여관업,4,0,4,0,0,0,0,19,,,,,,,N
557,숙박업,03_11_03_P,3290000,3290000-201-1997-02313,1997-04-04,,1,영업/정상,1,영업,,,,,051 8090940,884.2,614-872,부산광역시 부산진구 초읍동 292-2 A동,"부산광역시 부산진구 초읍천로 110, A동 (초읍동)",47104,아리바바2,2021-02-10 9:19,U,2021-02-12 2:40,여관업,386363.317,188866.5193,여관업,5,0,2,5,0,0,0,43,,,,,,,N
558,숙박업,03_11_03_P,3290000,3290000-201-1991-01356,1991-04-09,,1,영업/정상,1,영업,,,,,051 8038027,251.05,614-835,부산광역시 부산진구 부암동 24-121,부산광역시 부산진구 새싹로124번길 10 (부암동),,유림장여관,2021-02-09 17:31,U,2021-02-11 2:40,여관업,386858.9178,187279.4798,여관업,0,0,0,0,0,0,0,18,,,,,,,N
559,숙박업,03_11_03_P,3290000,3290000-201-1970-02342,1970-01-10,,1,영업/정상,1,영업,,,,,,49.26,614-827,부산광역시 부산진구 범천동 847-33,부산광역시 부산진구 중앙번영로 4-1 (범천동),47361,부산,2024-09-19 16:29,U,2024-09-21 2:40,여인숙업,387638.5266,184772.2845,여인숙업,2,0,2,0,0,0,0,8,,,,,0,0,N
560,숙박업,03_11_03_P,3290000,3290000-201-1968-02325,1968-11-18,,1,영업/정상,1,영업,,,,,051 8676646,649.35,614-854,부산광역시 부산진구 양정동 270-1,부산광역시 부산진구 중앙대로970번길 10 (양정동),47216,윙크모텔 양정시청점,2025-05-30 16:22,U,2025-06-01 2:40,여관업,388864.8235,188228.2278,여관업,0,0,1,4,0,0,0,19,,,,,0,0,N
561,숙박업,03_11_03_P,3290000,3290000-201-1981-02463,1981-12-21,,1,영업/정상,1,영업,,,,,070 73270831,218.58,614-872,부산광역시 부산진구 초읍동 289-27,부산광역시 부산진구 새싹로278번길 24 (초읍동),47124,짱9모텔,2023-11-24 9:40,U,2023-11-26 2:40,여관업,386536.3074,188774.7873,여관업,3,1,1,2,0,0,0,17,,,,자가,0,0,N
562,숙박업,03_11_03_P,3290000,3290000-201-2018-00001,2018-03-28,,1,영업/정상,1,영업,,,,,051 637 1101,3053.38,614-828,부산광역시 부산진구 범천동 858-52번지,부산광역시 부산진구 황령대로7번길 20-11 (범천동),47353,부산서면브라운도트호텔(Busan Seomyeon Brown-dot Hotel),2019-05-29 15:30,U,2019-05-31 2:40,일반호텔,387708.5108,185201.6397,일반호텔,15,1,1,14,1,1,0,64,,,,,0,0,N
563,숙박업,03_11_03_P,3290000,3290000-201-2005-00003,2005-06-29,,1,영업/정상,1,영업,,,,,051 818 8899,1786.88,614-844,부산광역시 부산진구 부전동 122-22,부산광역시 부산진구 서전로9번길 30 (부전동),47246,브라운도트 서면1호점,2021-02-01 9:36,U,2021-02-03 2:40,여관업,387737.2211,186365.9144,여관업,9,1,1,9,0,0,0,41,,,,자가,,,N
564,숙박업,03_11_03_P,3290000,3290000-201-2018-00002,2018-04-10,,1,영업/정상,1,영업,,,,,051 808 7900,3495.96,614-847,부산광역시 부산진구 부전동 521-17번지 외 1필지(521-26),부산광역시 부산진구 부전로20번길 36 (부전동),47288,시티호텔 지앤지,2020-03-25 17:44,U,2020-03-27 2:40,일반호텔,387357.7671,185770.5434,일반호텔,0,0,1,14,0,0,0,55,,,,자가,0,0,N
565,숙박업,03_11_03_P,3290000,3290000-201-2018-00003,2018-05-08,,1,영업/정상,1,영업,,,,,051 815 5252,2151.71,614-850,부산광역시 부산진구 부전동 534-3,부산광역시 부산진구 서면로 6 (부전동),47289,사우스반데코 호텔,2025-04-10 11:03,U,2025-04-12 2:40,관광호텔,387484.5556,185481.4175,관광호텔,11,1,1,11,0,0,0,56,,,,,0,0,N
566,숙박업,03_11_03_P,3290000,3290000-201-2003-00006,2003-05-14,,1,영업/정상,1,영업,,,,,051802 0090,1544.95,614-849,부산광역시 부산진구 부전동 398-8,부산광역시 부산진구 서면문화로 26 (부전동),47256,경성여관호텔(HOTEL),2025-03-20 15:43,U,2025-03-22 2:40,여관업,387294.0413,186439.7174,여관업,11,1,1,10,0,0,0,41,,,,임대,0,0,N
567,숙박업,03_11_03_P,3290000,3290000-201-2003-00019,2003-08-02,,1,영업/정상,1,영업,,,,,051 7118822,1756.93,614-850,부산광역시 부산진구 부전동 524-49,부산광역시 부산진구 부전로20번길 35 (부전동),47288,그린비 호텔,2022-05-13 15:50,U,2022-05-15 2:40,여관업,387327.9525,185758.0394,여관업,9,0,1,9,0,0,1,42,,,,자가,,,N
568,숙박업,03_11_03_P,3290000,3290000-201-1980-02309,1980-09-29,,1,영업/정상,1,영업,,,,,051 803 4821,204.1,614-876,부산광역시 부산진구 부전동 477-31,부산광역시 부산진구 서면문화로5번길 30 (부전동),47257,쌍마모텔,2022-07-01 17:03,U,2022-07-03 2:40,여관업,387266.1906,186292.7291,여관업,4,0,4,0,0,0,0,22,,,,,0,0,N
569,숙박업,03_11_03_P,3290000,3290000-201-2019-00003,2019-10-30,,1,영업/정상,1,영업,,,,,051 803 0783,2557.01,614-850,"부산광역시 부산진구 부전동 533-2 외 533-3, 533-15",부산광역시 부산진구 서면로 15-9 (부전동),47288,유나비지니스,2024-12-24 16:49,U,2024-12-27 2:40,일반호텔,387401.1546,185586.3479,일반호텔,12,0,1,12,0,0,0,45,,,,,0,0,N
570,숙박업,03_11_03_P,3290000,3290000-201-2022-00001,2022-03-14,,1,영업/정상,1,영업,,,,,051 818 7788,1812.42,614-876,부산광역시 부산진구 부전동 474-2 MJ빌딩,"부산광역시 부산진구 서면문화로 23, MJ빌딩 7~12층 (부전동)",47257,호텔 하이든(HOTEL HAYDN),2025-02-27 14:35,U,2025-03-01 2:40,일반호텔,387276.5237,186391.7154,일반호텔,13,1,7,12,0,0,0,36,,,,자가,0,0,N
571,숙박업,03_11_03_P,3290000,3290000-214-2024-00002,2024-06-17,,1,영업/정상,1,영업,,,,,,138.95,614-866,부산광역시 부산진구 전포동 207-10,"부산광역시 부산진구 서전로58번길 8, 4층 (전포동)",47303,전포207stay,2024-06-17 15:28,I,2024-06-19 0:14,숙박업(생활),388181.1403,186205.4645,숙박업(생활),4,1,4,0,0,0,0,4,,,,,0,0,N
572,숙박업,03_11_03_P,3290000,3290000-201-2014-00006,2014-10-15,,1,영업/정상,1,영업,,,,,051 802 8586,7452.72,614-846,부산광역시 부산진구 부전동 233-16,부산광역시 부산진구 서면로 20 (부전동),47289,솔라리아 니시테츠 호텔 부산,2025-09-29 10:19,U,2025-10-01 2:40,일반호텔,387479.3994,185623.8567,일반호텔,15,2,1,15,0,0,0,203,,,,,0,0,N
573,숙박업,03_11_03_P,3290000,3290000-201-1982-02299,1982-07-07,,1,영업/정상,1,영업,,,,,,184.41,614-847,부산광역시 부산진구 부전동 514-23,부산광역시 부산진구 부전로 47 (부전동),47284,돈소빌,2020-12-28 11:03,U,2020-12-30 2:40,여관업,387199.5492,185850.4903,여관업,3,0,3,3,0,0,0,19,,,,,,,N
574,숙박업,03_11_03_P,3290000,3290000-201-1990-02310,1990-12-14,,1,영업/정상,1,영업,,,,,051 807 2341,1493.53,614-846,부산광역시 부산진구 부전동 220-2,부산광역시 부산진구 중앙대로680번가길 12-10 (부전동),47296,메종더 덴바스타호텔,2025-10-02 15:58,U,2025-10-05 2:40,여관업,387763.5566,185800.0201,여관업,6,0,6,0,0,0,0,21,,,,,0,0,N
575,숙박업,03_11_03_P,3290000,3290000-201-1998-02042,1998-09-19,,1,영업/정상,1,영업,,,,,051 8087277,998.58,614-872,부산광역시 부산진구 초읍동 290-23번지,부산광역시 부산진구 성지로153번길 13 (초읍동),47124,아이리스 모텔,2018-07-11 14:04,I,2018-08-31 23:59,여관업,386502.2396,188818.6201,여관업,5,1,5,0,1,0,0,28,,,,,,,N
576,숙박업,03_11_03_P,3290000,3290000-201-2003-00009,2003-05-14,,1,영업/정상,1,영업,,,,,051 6351290,2070.82,614-828,부산광역시 부산진구 범천동 858-48,부산광역시 부산진구 황령대로7번길 10 (범천동),47353,하운드호텔,2023-07-11 11:57,U,2023-07-13 2:40,일반호텔,387692.6871,185170.8981,일반호텔,10,1,1,10,0,1,2,54,,,,,,,N
577,숙박업,03_11_03_P,3290000,3290000-201-2003-00010,2003-06-02,,1,영업/정상,1,영업,,,,,051 8037979,997.36,614-847,부산광역시 부산진구 부전동 519-27 10통1반,부산광역시 부산진구 중앙대로691번가길 14-9 (부전동),47287,호텔 벨루스(HOTEL BELLUS),2025-02-17 11:04,U,2025-02-19 2:40,일반호텔,387296.1665,185923.5022,일반호텔,9,0,0,9,0,0,2,23,,,,,,,N
578,숙박업,03_11_03_P,3290000,3290000-201-2001-00621,2001-08-01,,1,영업/정상,1,영업,,,,,051 8196034,1245.81,614-849,부산광역시 부산진구 부전동 398-2,부산광역시 부산진구 서면문화로 30-8 (부전동),47256,V(브이)모텔,2022-06-28 11:06,U,2022-06-30 2:40,여관업,387307.9038,186450.5368,여관업,0,0,0,0,0,0,1,30,,,,,0,0,N
579,숙박업,03_11_03_P,3290000,3290000-201-2014-00002,2014-07-25,,1,영업/정상,1,영업,,,,,051 631 9990,2261.09,614-828,부산광역시 부산진구 범천동 859-5 오즈모텔,"부산광역시 부산진구 황령대로17번길 18 (범천동, 오즈모텔)",47353,어반그루브 호텔(서면점),2024-10-04 11:11,U,2024-10-06 2:40,여관업,387781.2126,185243.3444,여관업,1,9,1,9,0,0,0,42,,,,,,,N
580,숙박업,03_11_03_P,3290000,3290000-201-1978-02297,1978-09-04,,1,영업/정상,1,영업,,,,,051 8033977,262.24,614-849,부산광역시 부산진구 부전동 485-22,부산광역시 부산진구 서면문화로5번길 31 (부전동),47257,하이모텔,2023-03-23 11:10,U,2023-03-25 2:40,여관업,387258.1712,186267.4189,여관업,4,0,0,4,0,0,1,19,,,,,0,0,N
581,숙박업,03_11_03_P,3290000,3290000-201-1989-02318,1989-05-18,,1,영업/정상,1,영업,,,,,051 819 7958,293.36,614-872,부산광역시 부산진구 초읍동 290-31,부산광역시 부산진구 성지로153번길 9 (초읍동),47124,루모텔,2022-01-12 13:42,U,2022-01-14 2:40,여관업,386489.5692,188837.8688,여관업,5,0,5,0,0,0,0,20,,,,,,,N
582,숙박업,03_11_03_P,3290000,3290000-201-2004-00001,2004-01-07,,1,영업/정상,1,영업,,,,,051 6331514,1723.26,614-826,부산광역시 부산진구 범천동 839-14,부산광역시 부산진구 자유평화로3번길 52 (범천동),47366,K모텔,2024-11-12 17:53,U,2024-11-14 2:40,여관업,387904.8267,184536.0303,여관업,8,0,1,0,0,0,1,42,,,,자가,0,0,N
583,숙박업,03_11_03_P,3290000,3290000-201-2011-00002,2011-06-07,,1,영업/정상,1,영업,,,,,051 6462100,2645.95,614-828,부산광역시 부산진구 범천동 858-66,부산광역시 부산진구 황령대로7번길 28 (범천동),47353,SS모텔,2020-12-18 11:28,U,2020-12-20 2:40,여관업,387685.823,185244.3576,여관업,7,0,1,7,0,0,0,42,,,,,,,N
584,숙박업,03_11_03_P,3290000,3290000-201-1977-02428,1977-12-17,,1,영업/정상,1,영업,,,,,051 806 1671,68.41,614-846,부산광역시 부산진구 부전동 242-11,부산광역시 부산진구 서면로68번길 48-1 (부전동),47286,스테이 원(Stay One),2023-11-17 11:58,U,2023-11-19 2:40,여관업,387475.5534,185898.7145,여관업,4,0,4,0,0,0,0,13,,,,,,,N
585,숙박업,03_11_03_P,3290000,3290000-201-2012-00002,2012-10-09,,1,영업/정상,1,영업,,,,,051804 2256,1990.36,614-850,부산광역시 부산진구 부전동 524-17 외 3필지,부산광역시 부산진구 중앙대로691번길 53 (부전동),47288,서면 덴바스타 센트럴 호텔,2024-01-23 10:24,U,2024-01-25 2:40,여관업,387294.3431,185840.0044,여관업,9,1,4,9,0,0,0,41,,,,,0,0,N
586,숙박업,03_11_03_P,3290000,3290000-201-2003-00018,2003-07-23,,1,영업/정상,1,영업,,,,,051 8089368,962.75,614-850,부산광역시 부산진구 부전동 522-43번지,부산광역시 부산진구 부전로20번길 32-8 (부전동),47288,모텔오투,2018-11-20 16:20,U,2018-11-22 2:36,여관업,387383.2622,185732.2657,여관업,5,1,1,5,0,0,0,28,,,,자가,,,N
587,숙박업,03_11_03_P,3290000,3290000-201-2016-00001,2016-04-25,,1,영업/정상,1,영업,,,,,051 807 0071,1369.59,614-847,부산광역시 부산진구 부전동 519-21,부산광역시 부산진구 가야대로784번길 56-12 (부전동),47287,더블린 호텔,2024-11-25 10:17,U,2024-11-27 2:40,여관업,387329.8085,185927.2459,여관업,10,1,2,10,0,0,0,36,,,,,0,0,N
588,숙박업,03_11_03_P,3290000,3290000-201-1989-02311,1989-04-20,,1,영업/정상,1,영업,,,,,051 819 0132,297.28,614-844,부산광역시 부산진구 부전동 264-20,부산광역시 부산진구 새싹로14번길 23-1 (부전동),47253,제이(J)모텔,2023-02-07 17:28,U,2023-02-09 2:40,여관업,387503.1312,186485.9277,여관업,4,0,4,0,0,0,0,28,,,,,0,0,N
589,숙박업,03_11_03_P,3290000,3290000-201-2001-00613,2001-12-20,,1,영업/정상,1,영업,,,,,051 806 7555,168.46,614-842,부산광역시 부산진구 부전동 41-1,"부산광역시 부산진구 범전로19번길 11-12, 부전동 (부전동)",47248,거북장여관,2024-11-22 15:43,U,2024-11-24 2:40,여관업,387727.0465,186956.3235,여관업,2,0,1,2,0,0,0,13,,,,,0,0,N
590,숙박업,03_11_03_P,3290000,3290000-201-1982-02301,1982-12-11,,1,영업/정상,1,영업,,,,,051 805 7181,160.18,614-847,부산광역시 부산진구 부전동 519-10,부산광역시 부산진구 가야대로784번길 46-5 (부전동),47287,프로포즈모텔,2020-09-02 8:36,U,2020-09-04 2:40,여관업,387356.5634,185948.1057,여관업,4,0,4,0,0,0,0,18,,,,,,,N
591,숙박업,03_11_03_P,3290000,3290000-201-1988-02316,1988-11-10,,1,영업/정상,1,영업,,,,,051 817 4382,629.64,614-872,부산광역시 부산진구 초읍동 171-3,부산광역시 부산진구 월드컵대로474번길 31 (초읍동),47103,초읍171,2025-09-01 11:34,U,2025-09-03 2:40,여관업,386441.4422,188935.3506,여관업,5,0,5,0,0,0,0,28,,,,,0,0,N
592,숙박업,03_11_03_P,3290000,3290000-201-1991-01359,1991-06-19,,1,영업/정상,1,영업,,,,,051 8072581,564,614-847,부산광역시 부산진구 부전동 519-6,부산광역시 부산진구 가야대로784번길 46-7 (부전동),47287,케이나인모텔(K9),2025-04-29 11:43,U,2025-05-01 2:40,여관업,387344.619,185954.3311,여관업,5,0,5,0,0,0,0,21,,,,,0,0,N
593,숙박업,03_11_03_P,3290000,3290000-201-2017-00002,2017-04-25,,1,영업/정상,1,영업,,,,,070 77493650,423.64,614-846,부산광역시 부산진구 부전동 232-16 4층~5층,"부산광역시 부산진구 신천대로62번길 44, 4층~5층 (부전동)",47289,케이 서면점,2020-12-12 13:52,U,2020-12-15 2:40,숙박업 기타,387515.1213,185666.4168,숙박업 기타,8,1,4,5,0,0,0,20,,,,임대,0,0,N
594,숙박업,03_11_03_P,3290000,3290000-201-2001-00620,2001-10-12,,1,영업/정상,1,영업,,,,,051 8666888,1491.95,614-856,부산광역시 부산진구 양정동 394-25,부산광역시 부산진구 동평로406번길 55 (양정동),47213,브라운도트 양정점,2021-09-07 17:34,U,2021-09-09 2:40,여관업,388433.969,187757.1066,여관업,6,1,1,5,0,0,0,38,,,,자가,,,N
595,숙박업,03_11_03_P,3290000,3290000-214-2017-00001,2017-07-19,,1,영업/정상,1,영업,,,,,,94.77,614-867,부산광역시 부산진구 전포동 671-11번지,"부산광역시 부산진구 전포대로223번길 10-1, 2층 (전포동)",47293,엘라,2018-12-10 15:20,U,2018-12-12 2:40,숙박업(생활),388055.5508,186123.8157,숙박업(생활),3,1,2,2,0,0,0,4,,,,,0,0,N
596,숙박업,03_11_03_P,3290000,3290000-201-2003-00005,2003-05-09,,1,영업/정상,1,영업,,,,,051 8040264,2888.73,614-850,부산광역시 부산진구 부전동 534-1,"부산광역시 부산진구 서면로 16, 6-10층 (부전동)",47289,블루밍,2023-01-16 11:24,U,2023-01-18 2:40,일반호텔,387480.7883,185589.9716,일반호텔,10,2,6,10,0,0,1,62,,,,임대,,,N
597,숙박업,03_11_03_P,3290000,3290000-201-1983-02038,1983-11-26,,1,영업/정상,1,영업,,,,,051 805 2991,177.52,614-876,부산광역시 부산진구 부전동 477-13번지,부산광역시 부산진구 서면문화로5번길 44 (부전동),47257,올리브모텔,2018-03-07 9:37,I,2018-08-31 23:59,여관업,387210.6478,186286.4658,여관업,0,0,0,0,0,0,0,18,,,,,,,N
598,숙박업,03_11_03_P,3290000,3290000-201-2013-00002,2013-07-17,,1,영업/정상,1,영업,,,,,,2824.99,614-847,부산광역시 부산진구 부전동 521-13,부산광역시 부산진구 부전로20번길 40-7 (부전동),47288,부산파크 호텔,2025-07-15 14:46,U,2025-07-18 2:40,일반호텔,387378.8799,185792.8941,일반호텔,10,1,10,1,0,0,0,43,,,,자가,0,0,N
599,숙박업,03_11_03_P,3290000,3290000-201-2003-00023,2003-10-14,,1,영업/정상,1,영업,,,,,051 8068871,1915.38,614-847,부산광역시 부산진구 부전동 515-54번지,부산광역시 부산진구 부전로 56 (부전동),47287,퀸스호텔,2018-07-04 13:39,I,2018-08-31 23:59,일반호텔,387210.0273,185917.9166,일반호텔,10,1,1,10,1,1,0,41,,,,자가,,,N
600,숙박업,03_11_03_P,3290000,3290000-201-1994-02307,1994-01-29,,1,영업/정상,1,영업,,,,,051808 8433,297,614-872,부산광역시 부산진구 초읍동 290-29,부산광역시 부산진구 새싹로278번길 15 (초읍동),47124,라온 호텔(LAON HOTEL),2025-08-05 17:05,U,2025-08-07 2:40,여관업,386496.4951,188790.1179,여관업,5,0,5,0,0,0,0,23,,,,,0,0,N
